Id,SalePrice
1799,91873.04
1800,111250.99
1801,126042.93
1802,131860.27
1803,149254.78
1804,120916.516
1805,151434.78
1806,148214.14
1807,128426.64
1808,115848.74
1809,112070.74
1810,122034.61
1811,110789.9
1812,88777.445
1813,110978.195
1814,87389.18
1815,46213.426
1816,119438.086
1817,76333.48
1818,129276.1
1819,102795.23
1820,54839.93
1821,121787.48
1822,145042.03
1823,47637.12
1824,138145.12
1825,138590.27
1826,85502.58
1827,100006.53
1828,153193.27
1829,142094.02
1830,162987.84
1831,126695.07
1832,68114.8
1833,142549.27
1834,112067.945
1835,134705.78
1836,146493.33
1837,70717.32
1838,98900.35
1839,119240.09
1840,134915.38
1841,136503.64
1842,119789.52
1843,135340.92
1844,128359.38
1845,138263.84
1846,153517.03
1847,170227.23
1848,47716.793
1849,112783.59
1850,116325.07
1851,137614.02
1852,106334.23
1853,94666.24
1854,146806.2
1855,116889.23
1856,226834.06
1857,118753.164
1858,125669.945
1859,109742.836
1860,129625.516
1861,114043.21
1862,301059.53
1863,289334.72
1864,289349.06
1865,305877.94
1866,293397.84
1867,230314.95
1868,292570.44
1869,207520.36
1870,231372.88
1871,228553.42
1872,160856.8
1873,270081.47
1874,157237.55
1875,205032.44
1876,213427.72
1877,210925.83
1878,197769.95
1879,119184.695
1880,124314.67
1881,256725.0
1882,249613.52
1883,184541.0
1884,198117.7
1885,233403.92
1886,260738.5
1887,223002.89
1888,277551.0
1889,160162.92
1890,106157.87
1891,130708.98
1892,99482.195
1893,134578.86
1894,128454.24
1895,131873.42
1896,120149.055
1897,121561.43
1898,116164.086
1899,143470.73
1900,169420.0
1901,161009.0
1902,152408.02
1903,202425.95
1904,128169.23
1905,202140.67
1906,153749.94
1907,204921.14
1908,119023.43
1909,123264.85
1910,117842.15
1911,213879.55
1912,282889.3
1913,148215.83
1914,61152.176
1915,280869.28
1916,64161.402
1917,254066.8
1918,158131.11
1919,190712.4
1920,162415.2
1921,342918.34
1922,296839.62
1923,259083.98
1924,257055.86
1925,208589.22
1926,350297.0
1927,130203.664
1928,174862.78
1929,120663.9
1930,87162.69
1931,159841.95
1932,140596.89
1933,168611.12
1934,193144.16
1935,170739.73
1936,181308.73
1937,181677.66
1938,154612.14
1939,224589.48
1940,186401.84
1941,172067.81
1942,165229.77
1943,212662.84
1944,301886.8
1945,321759.06
1946,121525.586
1947,268381.0
1948,166357.83
1949,206934.19
1950,186864.9
1951,233569.62
1952,219317.97
1953,165646.33
1954,194060.17
1955,144692.45
1956,299025.75
1957,163983.3
1958,305256.06
1959,133899.48
1960,94196.96
1961,115847.71
1962,105666.72
1963,117141.48
1964,103961.88
1965,148373.2
1966,133398.36
1967,301170.7
1968,371190.1
1969,334790.84
1970,369300.75
1971,402881.7
1972,355239.8
1973,269201.97
1974,312717.94
1975,436248.06
1976,292263.62
1977,361762.3
1978,324885.12
1979,318871.75
1980,217490.48
1981,336042.94
1982,234494.66
1983,214405.22
1984,185183.77
1985,241783.39
1986,235684.86
1987,185264.88
1988,165212.45
1989,189911.14
1990,208032.88
1991,257699.06
1992,227197.33
1993,154739.08
1994,222751.1
1995,196674.48
1996,277634.44
1997,287261.44
1998,321748.44
1999,280413.5
2000,324158.53
2001,266248.7
2002,231848.97
2003,269546.7
2004,298832.56
2005,206301.11
2006,220288.8
2007,247012.25
2008,230594.98
2009,182532.22
2010,190678.53
2011,123877.16
2012,163723.67
2013,163605.12
2014,176334.31
2015,201559.53
2016,192661.95
2017,185481.1
2018,107222.36
2019,140153.7
2020,106951.6
2021,77433.9
2022,193181.64
2023,117226.54
2024,276594.6
2025,348757.75
2026,169716.86
2027,158747.39
2028,148980.36
2029,173337.11
2030,264455.62
2031,236064.19
2032,228585.16
2033,251873.42
2034,166735.39
2035,240784.11
2036,211851.45
2037,220113.86
2038,297553.28
2039,232624.52
2040,289792.34
2041,273692.88
2042,214261.75
2043,190553.89
2044,180962.06
2045,203125.95
2046,141375.3
2047,145370.36
2048,139675.67
2049,143896.33
2050,149879.89
2051,108637.94
2052,108175.03
2053,141791.48
2054,92590.43
2055,167166.64
2056,130065.68
2057,96127.51
2058,213074.33
2059,115645.93
2060,184978.77
2061,181640.89
2062,131928.38
2063,116300.65
2064,145121.0
2065,121235.305
2066,142028.67
2067,93605.26
2068,146599.56
2069,82868.76
2070,115826.13
2071,94755.414
2072,150539.94
2073,138089.11
2074,186791.98
2075,147323.2
2076,138142.05
2077,160036.67
2078,124211.08
2079,137394.14
2080,140003.23
2081,143943.72
2082,116063.164
2083,136266.55
2084,117690.27
2085,108220.4
2086,106040.68
2087,124133.125
2088,105701.54
2089,91176.93
2090,122748.85
2091,100468.15
2092,113265.63
2093,116497.31
2094,103412.56
2095,134752.55
2096,75042.04
2097,92790.445
2098,150674.66
2099,47573.312
2100,57024.824
2101,136305.61
2102,128144.586
2103,100205.48
2104,127935.234
2105,119543.43
2106,66531.69
2107,225640.73
2108,114253.63
2109,111490.26
2110,129544.914
2111,141760.39
2112,130819.195
2113,105602.414
2114,119540.87
2115,146252.08
2116,145836.0
2117,145784.7
2118,115857.43
2119,124606.6
2120,110229.445
2121,115946.33
2122,116578.164
2123,69398.87
2124,153547.67
2125,110940.75
2126,144481.23
2127,159469.83
2128,117127.164
2129,80436.99
2130,130883.94
2131,141729.7
2132,151415.14
2133,132952.81
2134,135546.23
2135,99474.01
2136,81059.336
2137,90931.12
2138,118036.836
2139,162074.1
2140,146406.73
2141,181020.92
2142,115832.836
2143,165147.3
2144,126743.68
2145,131835.08
2146,174973.36
2147,136938.3
2148,135410.36
2149,146334.14
2150,216505.3
2151,122866.58
2152,186939.55
2153,181918.47
2154,107577.586
2155,153798.08
2156,262703.25
2157,247488.25
2158,250214.42
2159,213118.55
2160,186793.92
2161,243516.45
2162,366145.38
2163,319065.88
2164,260289.95
2165,180867.83
2166,166324.75
2167,224963.11
2168,190652.73
2169,185512.0
2170,212374.11
2171,151524.73
2172,134785.02
2173,156472.83
2174,234461.61
2175,308668.88
2176,295144.88
2177,252502.98
2178,222308.36
2179,135831.38
2180,200350.58
2181,186918.67
2182,227237.81
2183,180714.67
2184,116206.46
2185,108068.61
2186,176496.86
2187,156634.45
2188,150929.95
2189,294225.38
2190,90626.91
2191,86963.37
2192,85604.47
2193,101275.4
2194,116224.47
2195,90209.57
2196,78605.01
2197,109088.46
2198,174931.22
2199,184681.14
2200,143856.23
2201,141730.06
2202,204842.27
2203,120970.54
2204,164202.52
2205,108410.23
2206,138093.52
2207,243516.08
2208,257927.28
2209,262331.8
2210,116635.375
2211,91969.82
2212,141057.17
2213,100838.52
2214,134201.7
2215,101101.555
2216,147895.45
2217,81290.73
2218,85294.336
2219,93737.79
2220,94324.88
2221,282833.38
2222,257604.58
2223,293794.56
2224,235967.8
2225,116556.82
2226,206178.86
2227,207764.48
2228,275805.78
2229,280744.16
2230,158714.55
2231,232659.33
2232,195950.48
2233,147159.03
2234,249379.02
2235,220949.95
2236,286937.2
2237,330022.84
2238,175438.27
2239,107962.79
2240,153507.1
2241,145960.89
2242,133544.08
2243,143498.9
2244,92335.93
2245,111352.1
2246,134860.14
2247,132158.84
2248,134903.11
2249,118618.38
2250,133708.16
2251,86108.07
2252,196594.45
2253,172177.69
2254,185069.16
2255,195282.02
2256,158317.06
2257,215406.2
2258,151043.2
2259,185602.52
2260,174889.11
2261,177746.02
2262,217383.11
2263,327979.0
2264,407529.0
2265,156530.95
2266,268181.66
2267,345218.03
2268,352250.6
2269,141937.11
2270,197069.45
2271,216664.17
2272,198170.2
2273,142627.23
2274,189819.31
2275,156017.39
2276,196819.2
2277,198989.9
2278,159561.9
2279,76226.85
2280,120398.42
2281,155306.17
2282,178957.83
2283,112731.69
2284,93523.555
2285,146621.73
2286,125869.36
2287,322997.66
2288,289353.47
2289,354529.66
2290,399836.75
2291,316675.28
2292,371436.8
2293,404778.16
2294,355489.25
2295,444024.8
2296,314252.3
2297,310098.12
2298,310694.2
2299,346609.34
2300,321944.25
2301,293594.8
2302,263627.4
2303,253535.1
2304,275064.8
2305,209007.34
2306,196809.3
2307,213669.39
2308,218146.3
2309,267513.62
2310,225666.23
2311,232826.31
2312,172232.14
2313,149851.67
2314,175453.08
2315,177516.14
2316,206704.47
2317,179685.67
2318,172194.36
2319,182919.83
2320,184370.0
2321,258817.83
2322,189017.55
2323,184372.12
2324,174125.7
2325,211172.1
2326,170967.08
2327,194787.89
2328,216906.14
2329,199609.95
2330,190626.7
2331,345877.75
2332,355713.84
2333,318345.38
2334,256953.23
2335,268233.72
2336,309789.94
2337,209414.83
2338,280298.56
2339,211015.7
2340,369858.5
2341,239249.9
2342,238358.48
2343,222811.58
2344,217803.0
2345,247246.55
2346,215322.0
2347,202944.86
2348,242253.95
2349,168312.31
2350,292792.1
2351,242867.06
2352,244728.88
2353,247054.2
2354,154937.05
2355,130143.586
2356,141112.64
2357,193322.73
2358,188319.95
2359,137207.48
2360,114959.9
2361,154780.88
2362,263310.78
2363,130723.56
2364,165781.2
2365,219570.86
2366,205106.77
2367,228667.2
2368,212407.39
2369,230051.7
2370,176736.72
2371,145564.23
2372,196355.69
2373,283406.2
2374,289700.84
2375,262089.77
2376,295680.94
2377,358833.6
2378,145144.83
2379,240750.45
2380,157836.84
2381,171351.16
2382,221380.1
2383,219518.02
2384,261571.06
2385,174001.83
2386,123021.26
2387,113346.586
2388,106034.39
2389,122867.65
2390,139154.55
2391,141515.77
2392,121470.1
2393,170036.36
2394,126398.91
2395,207456.31
2396,143822.8
2397,208230.11
2398,141283.53
2399,75583.336
2400,59150.277
2401,101159.95
2402,117595.336
2403,146236.2
2404,144440.27
2405,169455.02
2406,147003.38
2407,136254.78
2408,144062.06
2409,111371.586
2410,168068.05
2411,126942.84
2412,152841.89
2413,122753.26
2414,134133.95
2415,135293.95
2416,115322.6
2417,134406.98
2418,132601.67
2419,134724.75
2420,133761.08
2421,139377.02
2422,94674.36
2423,103595.49
2424,174660.12
2425,254807.45
2426,130311.35
2427,103965.945
2428,179816.98
2429,106841.805
2430,144165.7
2431,108118.695
2432,141994.56
2433,156843.98
2434,144971.17
2435,160080.84
2436,96119.57
2437,89938.35
2438,132381.23
2439,88768.414
2440,125549.91
2441,113599.17
2442,97344.22
2443,132634.02
2444,140568.14
2445,102742.336
2446,124708.73
2447,189245.95
2448,113699.57
2449,118834.805
2450,132733.98
2451,125955.93
2452,201071.77
2453,101689.445
2454,114182.68
2455,121451.8
2456,148565.6
2457,141146.7
2458,134436.34
2459,106684.664
2460,143974.39
2461,121034.82
2462,131773.88
2463,113776.54
2464,177458.08
2465,144260.6
2466,114879.586
2467,127499.88
2468,86958.305
2469,69073.54
2470,201974.28
2471,204027.03
2472,168923.92
2473,95963.58
2474,75324.32
2475,212926.86
2476,110108.41
2477,117494.54
2478,148905.36
2479,86677.16
2480,170927.34
2481,124749.04
2482,112536.625
2483,94048.43
2484,124564.516
2485,101200.59
2486,139271.58
2487,177333.52
2488,182687.42
2489,158317.84
2490,147982.14
2491,97718.25
2492,218272.84
2493,134219.39
2494,141330.89
2495,72361.82
2496,241501.44
2497,150664.98
2498,118757.195
2499,78589.95
2500,101154.11
2501,142707.95
2502,157486.03
2503,119331.01
2504,230912.92
2505,218579.11
2506,265369.12
2507,304549.4
2508,267854.06
2509,215437.42
2510,216996.64
2511,173769.3
2512,203003.22
2513,228995.33
2514,247984.73
2515,160930.05
2516,171695.8
2517,146804.22
2518,160312.58
2519,235278.45
2520,241866.11
2521,186733.08
2522,230420.55
2523,111166.76
2524,133607.16
2525,168399.62
2526,132424.3
2527,101050.984
2528,124069.375
2529,91828.086
2530,116680.55
2531,262648.56
2532,231352.58
2533,195632.86
2534,201719.39
2535,295880.44
2536,232939.95
2537,248077.27
2538,191600.7
2539,182151.45
2540,175309.67
2541,178157.95
2542,143188.97
2543,123343.73
2544,139052.48
2545,102046.77
2546,111818.05
2547,181835.61
2548,143884.52
2549,152925.53
2550,729045.25
2551,136937.08
2552,152299.23
2553,83869.2
2554,96383.15
2555,111533.35
2556,111387.38
2557,105494.03
2558,157126.67
2559,123253.414
2560,178310.23
2561,145570.42
2562,132561.19
2563,138322.73
2564,197200.44
2565,138340.86
2566,155045.52
2567,138166.8
2568,237873.42
2569,239922.16
2570,108875.43
2571,182201.58
2572,155087.67
2573,215728.83
2574,238617.81
2575,120615.53
2576,117863.17
2577,133537.45
2578,88804.01
2579,52610.598
2580,100582.87
2581,137278.8
2582,139835.56
2583,300193.88
2584,202015.55
2585,184937.33
2586,236520.58
2587,229222.36
2588,151185.05
2589,172898.48
2590,228388.98
2591,247863.89
2592,238025.25
2593,285373.38
2594,165162.39
2595,198253.16
2596,313364.2
2597,187173.86
2598,286428.66
2599,314656.8
2600,166661.81
2601,142281.56
2602,78889.79
2603,80795.23
2604,91901.77
2605,84918.94
2606,140391.53
2607,237579.31
2608,203245.7
2609,164523.05
2610,122333.85
2611,115780.29
2612,180431.98
2613,128167.195
2614,118197.234
2615,162597.62
2616,152428.89
2617,193138.9
2618,211981.83
2619,201432.95
2620,199151.95
2621,183460.61
2622,182232.3
2623,245252.2
2624,311855.53
2625,287535.12
2626,177354.1
2627,161631.83
2628,390127.2
2629,416778.44
2630,331389.0
2631,415171.8
2632,368174.56
2633,288686.25
2634,358255.44
2635,161470.73
2636,170747.31
2637,176831.64
2638,267582.62
2639,199540.67
2640,165320.67
2641,119256.24
2642,180603.52
2643,114424.02
2644,133609.8
2645,113087.87
2646,95075.38
2647,100447.766
2648,148058.88
2649,146656.77
2650,147748.08
2651,129893.055
2652,368123.38
2653,255699.62
2654,257727.95
2655,360355.53
2656,327815.44
2657,322018.72
2658,293329.0
2659,298009.88
2660,338064.75
2661,335860.84
2662,328816.2
2663,309460.06
2664,257174.05
2665,321561.3
2666,282499.25
2667,165114.33
2668,175549.56
2669,174779.05
2670,280530.34
2671,189892.2
2672,208064.89
2673,215900.7
2674,217174.8
2675,171524.02
2676,181540.98
2677,208097.73
2678,263763.38
2679,269350.28
2680,289504.88
2681,364713.7
2682,317818.3
2683,450255.5
2684,281946.44
2685,324128.56
2686,260781.2
2687,305529.94
2688,214933.98
2689,206886.95
2690,388840.88
2691,180226.45
2692,140536.62
2693,208214.69
2694,147236.55
2695,197605.3
2696,187340.39
2697,194328.98
2698,199966.8
2699,166886.48
2700,137020.78
2701,141801.4
2702,104776.68
2703,123599.82
2704,149682.22
2705,113429.87
2706,93272.74
2707,128014.48
2708,141009.33
2709,110733.46
2710,146200.48
2711,314048.44
2712,378413.88
2713,170474.16
2714,141363.31
2715,171750.61
2716,144124.3
2717,204748.48
2718,232258.31
2719,128486.46
2720,178641.14
2721,130448.88
2722,154992.2
2723,146243.02
2724,113804.17
2725,128163.88
2726,169972.98
2727,162018.33
2728,189916.03
2729,148852.28
2730,147531.77
2731,153924.47
2732,140115.95
2733,176365.36
2734,135849.64
2735,136602.17
2736,138613.77
2737,122076.23
2738,137619.89
2739,157554.08
2740,142444.2
2741,134772.14
2742,150332.3
2743,164384.12
2744,167007.33
2745,137160.58
2746,138068.52
2747,137312.67
2748,125855.62
2749,133797.42
2750,129789.93
2751,136825.27
2752,212081.55
2753,153494.89
2754,237668.98
2755,139566.8
2756,97727.03
2757,70150.375
2758,114745.34
2759,148797.77
2760,120999.12
2761,145798.25
2762,140657.25
2763,192784.3
2764,137902.89
2765,301821.88
2766,124640.84
2767,90479.15
2768,141629.19
2769,126387.305
2770,155954.39
2771,115541.75
2772,123673.47
2773,160665.83
2774,147988.89
2775,137004.1
2776,141079.77
2777,138454.36
2778,119633.54
2779,116570.055
2780,84349.9
2781,96249.12
2782,91028.82
2783,80914.016
2784,115262.836
2785,124205.164
2786,76589.29
2787,150157.3
2788,80218.555
2789,198795.47
2790,95438.5
2791,96461.72
2792,70606.74
2793,157453.36
2794,99950.36
2795,120987.03
2796,104735.586
2797,202892.11
2798,127615.31
2799,127795.39
2800,42254.395
2801,105204.52
2802,146737.28
2803,164639.11
2804,117985.67
2805,107988.586
2806,80117.57
2807,173963.23
2808,151921.1
2809,121098.734
2810,121861.69
2811,199806.66
2812,176821.6
2813,136154.48
2814,146561.06
2815,92189.35
2816,234447.45
2817,169581.52
2818,121842.07
2819,171425.38
2820,123688.0
2821,95666.82
2822,206528.55
2823,363260.88
2824,206601.56
2825,142912.2
2826,143696.48
2827,151155.36
2828,197737.2
2829,207240.48
2830,262093.28
2831,165467.36
2832,258704.7
2833,273613.88
2834,224459.03
2835,207412.77
2836,195438.9
2837,189287.95
2838,141365.83
2839,164939.64
2840,220367.83
2841,199225.33
2842,232186.22
2843,136190.05
2844,197149.53
2845,140028.64
2846,201851.78
2847,229894.62
2848,226618.83
2849,203941.52
2850,283654.28
2851,218158.5
2852,251954.36
2853,226871.73
2854,129326.695
2855,207924.36
2856,202308.97
2857,183256.2
2858,215633.44
2859,83204.65
2860,135172.02
2861,119594.914
2862,198600.75
2863,106382.914
2864,242129.03
2865,148643.94
2866,130943.99
2867,117002.055
2868,109638.99
2869,90651.83
2870,110078.38
2871,73768.98
2872,55874.332
2873,83534.24
2874,170161.45
2875,105534.94
2876,171744.08
2877,157291.52
2878,151508.42
2879,150691.23
2880,110022.71
2881,149818.39
2882,163639.52
2883,191828.8
2884,222331.86
2885,187095.45
2886,216446.08
2887,87349.836
2888,137871.42
2889,55117.613
2890,78926.086
2891,140032.02
2892,39167.88
2893,105039.48
2894,77348.27
2895,310182.1
2896,277873.28
2897,192966.38
2898,151343.53
2899,205627.23
2900,179306.8
2901,190430.61
2902,178808.64
2903,317215.88
2904,339810.44
2905,75983.414
2906,190232.52
2907,121896.945
2908,127652.586
2909,142182.39
2910,85537.1
2911,95249.914
2912,139391.14
2913,77490.766
2914,80186.96
2915,94884.27
2916,85741.31
2917,196489.3
2918,116464.49
2919,247179.27
